,cidade,ano,CO,FMC,MP10,MP2.5,NO,NO2,O3,PTS,SO2
67,CUBATAO,2019,,,45.28813559322034,,,37.06804733727811,31.97452229299363,210.0,8.930232558139535
68,CUBATAO,2020,,,35.97486033519553,,,31.05247813411079,29.228985507246378,,4.965397923875432
69,CUBATAO,2021,,,50.90277777777778,,,32.03333333333333,17.695906432748536,122.0,7.046376811594203
70,CUBATAO,2022,,,67.40277777777777,,,44.37777777777778,28.753623188405797,235.66666666666666,6.733333333333333
71,DIADEMA,2015,,,24.563049853372434,,,,38.79651162790697,,
72,DIADEMA,2016,,,22.200557103064067,,,,36.422287390029325,,
73,DIADEMA,2018,,,26.473214285714285,,,,43.79651162790697,,
74,DIADEMA,2019,,,19.91111111111111,,,,35.3768115942029,,
75,DIADEMA,2020,,,16.291666666666668,,,,36.86086956521739,,
76,DIADEMA,2021,,,17.8,,,,31.319767441860463,,
77,DIADEMA,2022,,,20.39039039039039,,,,37.857541899441344,,
78,FRANCA,2016,,,10.333333333333334,,,,,,
79,FRANCA,2017,,,17.0,,,,,,
80,FRANCA,2018,,,12.333333333333334,,,,,,
81,FRANCA,2019,,,11.0,,,,,,
82,FRANCA,2020,,,10.666666666666666,,,,,,
83,FRANCA,2021,,,10.666666666666666,,,,,,
84,FRANCA,2022,,,11.0,,,,,,
85,GUARATINGUETA,2017,,,17.863888888888887,,0.6472491909385113,7.705501618122978,48.85507246376812,,
86,GUARATINGUETA,2018,,,,8.495327102803738,,9.69098712446352,50.452991452991455,,
87,GUARATINGUETA,2019,,,16.0561797752809,8.193353474320242,,9.776119402985074,39.48093841642229,,
88,GUARATINGUETA,2020,,,,,,,46.136585365853655,,
89,GUARATINGUETA,2021,,,,8.579831932773109,,8.002898550724638,39.040579710144925,,
90,GUARATINGUETA,2022,,,21.603174603174605,8.772334293948127,,,,,
91,GUARUJA,2016,,,33.0,,,,,,
92,GUARUJA,2017,,,25.666666666666668,,,,,,
93,GUARUJA,2018,,,35.5,,,,,,
94,GUARUJA,2019,,,31.0,,,,,,
95,GUARUJA,2022,,,23.0,,,,,,
96,GUARULHOS,2015,579.3488912863768,,22.667630057803468,11.841666666666667,,25.921450151057403,51.2927536231884,,1.75
97,GUARULHOS,2016,533.4204835484059,,24.244444444444444,14.063888888888888,,20.861764705882354,51.153623188405795,,2.6057971014492756
98,GUARULHOS,2017,,,28.488888888888887,17.633333333333333,3.7667638483965016,22.17391304347826,49.91304347826087,,3.2927536231884056
99,GUARULHOS,2018,,,29.983333333333334,16.872222222222224,,26.259475218658892,53.291666666666664,,2.4194444444444443
100,GUARULHOS,2019,,,21.41340782122905,14.13888888888889,,17.723032069970845,43.477777777777774,,1.3805555555555555
101,GUARULHOS,2020,,,15.793893129770993,10.022222222222222,,17.752906976744185,45.81058495821727,,1.7543103448275863
102,GUARULHOS,2021,526.0972531551596,,22.375,11.813888888888888,,18.70059880239521,53.88333333333333,,2.0577507598784193
103,GUARULHOS,2022,580.162583518931,,21.06388888888889,12.155555555555555,,25.38888888888889,38.38055555555555,,
104,JABOTICABAL,2015,,,12.0,,,,,,
105,JABOTICABAL,2016,,,15.666666666666666,,,,,,
106,JABOTICABAL,2017,,,15.0,,,,,,
107,JABOTICABAL,2018,,,25.333333333333332,,,,,,
108,JABOTICABAL,2019,,,16.0,,,,,,
109,JACAREI,2015,,,13.283333333333333,,,9.43231441048035,40.12608695652174,,
110,JACAREI,2016,,,12.196428571428571,,,18.307692307692307,33.186440677966104,,
111,JACAREI,2018,,,,,,8.365217391304348,46.68695652173913,,
112,JACAREI,2019,,,16.683333333333334,,,7.944927536231884,38.65797101449275,,
113,JACAREI,2020,,,11.044943820224718,,,13.186274509803921,35.521865889212826,,
114,JACAREI,2021,,,10.0,,,4.981651376146789,39.79816513761468,,
115,JACAREI,2022,,,17.67871485943775,,,11.29251700680272,47.142857142857146,,
116,JAU,2015,,,18.067039106145252,,,12.3946587537092,48.54810495626822,,
117,JAU,2016,,,15.5,,,11.64804469273743,52.3,,
118,JAU,2017,,,23.42090395480226,,1.7734138972809668,15.06344410876133,51.39823008849557,,
119,JAU,2018,,,20.363888888888887,,,8.667597765363128,44.82898550724638,,
120,JAU,2019,,,14.255555555555556,,,9.925595238095237,43.58091286307054,,
121,JAU,2020,,,12.8268156424581,,,10.350724637681159,48.484057971014494,,
122,JAU,2021,,,16.659442724458206,,,8.853146853146853,39.10031347962382,,
123,JAU,2022,,,13.9,,,10.115942028985508,35.90724637681159,,
124,JUNDIAI,2015,,,20.566666666666666,,,23.04927536231884,46.7304347826087,,
125,JUNDIAI,2016,,,17.125,,,21.425981873111784,43.79154078549849,,
126,JUNDIAI,2017,,,20.563636363636363,,2.8563049853372435,22.161290322580644,52.14956011730205,,
127,JUNDIAI,2018,,,21.282913165266105,,,23.035,52.04375,,
128,JUNDIAI,2019,,,17.217391304347824,10.515942028985508,,20.954819277108435,46.626506024096386,,
129,JUNDIAI,2020,,,13.994444444444444,8.48611111111111,,15.15072463768116,49.414492753623186,,
130,JUNDIAI,2021,,,17.252777777777776,8.977777777777778,,16.51304347826087,46.90144927536232,,
131,JUNDIAI,2022,,,15.022222222222222,8.941666666666666,,22.91176470588235,42.79710144927536,,
132,LIMEIRA,2015,,9.0,28.5,,,,,,
133,LIMEIRA,2016,,8.0,19.72327044025157,,,14.164670658682635,37.92173913043478,,
134,LIMEIRA,2017,,,22.449720670391063,,4.192528735632184,14.60919540229885,56.41954022988506,,
135,LIMEIRA,2018,,,17.972144846796656,,,15.18840579710145,60.44347826086957,,
136,LIMEIRA,2019,,,21.844192634560905,9.794871794871796,,16.26610644257703,47.661064425770306,,
137,LIMEIRA,2020,,,17.522900763358777,9.75812274368231,,15.036516853932584,53.207282913165265,,
138,LIMEIRA,2021,,,24.946927374301676,10.145658263305322,,13.988888888888889,51.31944444444444,,
139,LIMEIRA,2022,,,20.35195530726257,7.472222222222222,,16.969444444444445,49.291666666666664,,
140,MARILIA,2015,,,13.311111111111112,,,10.956521739130435,51.64927536231884,,
141,MARILIA,2016,,,13.658333333333333,,,8.31908831908832,46.476190476190474,,
142,MARILIA,2017,,,17.41907514450867,,0.9459459459459459,8.411411411411411,65.65765765765765,,
143,MARILIA,2018,,,15.902777777777779,,,9.556521739130435,52.255072463768116,,
144,MARILIA,2019,,,14.174698795180722,,,7.987421383647798,60.0440251572327,,
145,MARILIA,2020,,,11.177777777777777,,,7.2,53.333333333333336,,
146,MARILIA,2021,,,14.68945868945869,,,6.587020648967552,50.8160237388724,,
147,MARILIA,2022,,,11.766666666666667,,,8.394202898550725,48.8,,
148,MAUA,2015,,,35.8984962406015,,,21.582608695652173,42.61449275362319,,
149,MAUA,2016,,,24.91304347826087,,,24.29020979020979,46.35664335664335,,
150,MAUA,2017,,,32.644699140401144,,2.970326409495549,14.72700296735905,34.668656716417914,,
151,MAUA,2018,,,29.700854700854702,,,21.895522388059703,37.651651651651655,,
152,MAUA,2019,,,20.384615384615383,13.917847025495751,,,24.432835820895523,,
153,MAUA,2020,,,18.02542372881356,7.646067415730337,,,39.085798816568044,,
154,MAUA,2021,,,30.251824817518248,10.455555555555556,,,36.75438596491228,,
155,MAUA,2022,,,21.078125,12.805755395683454,,,39.86194029850746,,
156,MOGI DAS CRUZES,2017,,,16.458333333333332,,2.897222222222222,12.761111111111111,50.9,,
157,MOGI DAS CRUZES,2018,,,,,,,55.65056818181818,,
158,OSASCO,2015,1237.6493717737653,,31.685294117647057,,,42.53582554517134,,80.0,1.7839506172839505
159,OSASCO,2016,772.0157704262136,,34.585139318885446,,,45.29934210526316,,89.0,1.5825242718446602
160,OSASCO,2017,931.8587299545994,,29.85043988269795,17.622222222222224,37.18895348837209,40.23546511627907,,45.5,1.863768115942029
161,OSASCO,2018,931.6729808549828,,38.33888888888889,21.102564102564102,,47.22608695652174,,107.0,2.727536231884058
162,OSASCO,2019,941.7131790452213,,36.827777777777776,16.2,,42.779710144927535,,56.0,1.7420289855072464
163,OSASCO,2020,715.1319095885252,,24.35195530726257,13.18359375,,34.74269005847953,,45.0,1.7551020408163265
164,OSASCO,2021,704.8124887603924,,29.52367688022284,14.308333333333334,,42.2927536231884,,39.0,1.8869565217391304
165,OSASCO,2022,876.2645672553997,,24.646067415730336,15.317415730337078,,45.327922077922075,,52.0,2.4318181818181817
166,PAULINIA,2015,,,29.133704735376046,,,20.558685446009388,43.37373737373738,,3.344927536231884
167,PAULINIA,2016,,,35.15555555555556,,,19.47181008902077,34.62898550724638,,5.026086956521739
168,PAULINIA,2017,,,39.48571428571429,,2.032448377581121,15.979351032448378,88.20588235294117,,4.18348623853211
169,PAULINIA,2018,,,26.833827893175073,,,17.188854489164086,49.60289855072464,,4.529411764705882
170,PAULINIA,2019,,,20.45098039215686,10.048192771084338,,15.946708463949843,39.13479623824451,,3.768025078369906
171,PAULINIA,2020,,,18.26628895184136,11.409090909090908,,15.694117647058823,53.3946587537092,,2.5207100591715976
172,PAULINIA,2021,,,27.20754716981132,12.093023255813954,,13.131195335276969,44.87172011661808,,3.9300291545189503
173,PAULINIA,2022,,,20.375,11.53125,,17.942028985507246,35.218023255813954,,4.184210526315789
174,PIRACICABA,2015,,,28.069444444444443,10.83611111111111,,13.049689440993788,52.48695652173913,,
175,PIRACICABA,2016,,,29.333333333333332,8.784702549575071,,11.619791666666666,42.4112426035503,,
176,PIRACICABA,2017,,,26.0,10.825,1.472463768115942,12.831884057971015,55.289855072463766,,
177,PIRACICABA,2018,,,26.177777777777777,10.275,,13.185567010309278,52.12173913043478,,
178,PIRACICABA,2019,,,24.447457627118645,8.6,,13.013605442176871,42.800664451827245,,
179,PIRACICABA,2020,,,,7.960960960960961,,11.25531914893617,44.319148936170215,,
180,PIRACICABA,2021,,,21.25,8.050279329608939,,11.473520249221183,38.27565982404692,,
181,PIRACICABA,2022,,,16.494444444444444,7.301675977653631,,11.707462686567164,37.68023255813954,,
182,PRESIDENTE PRUDENTE,2015,,,12.183333333333334,,,9.008695652173913,52.368115942028986,,
183,PRESIDENTE PRUDENTE,2016,,,13.32033426183844,,,9.46064139941691,47.156976744186046,,
184,PRESIDENTE PRUDENTE,2017,,,19.07777777777778,,1.2063953488372092,9.703488372093023,58.27536231884058,,
185,PRESIDENTE PRUDENTE,2018,,,20.541666666666668,,,7.402777777777778,50.06944444444444,,
186,PRESIDENTE PRUDENTE,2019,,,14.08611111111111,,,8.507082152974505,48.65,,
187,PRESIDENTE PRUDENTE,2020,,,11.636871508379889,,,8.038709677419355,47.647222222222226,,
188,PRESIDENTE PRUDENTE,2021,,,16.01388888888889,,,8.05,46.605555555555554,,
189,PRESIDENTE PRUDENTE,2022,,,12.26388888888889,,,8.540298507462687,41.625,,
190,RIBEIRAO PRETO,2016,,,16.14975845410628,,,6.909090909090909,58.06666666666667,,
191,RIBEIRAO PRETO,2017,,,18.755555555555556,8.333333333333334,1.3478260869565217,7.913043478260869,,,
192,RIBEIRAO PRETO,2018,298.74560753888886,,26.81111111111111,11.077777777777778,,7.464882943143813,59.405797101449274,,
193,RIBEIRAO PRETO,2019,528.687835164425,,16.79608938547486,8.508379888268156,,7.658892128279883,46.95043731778426,,
194,RIBEIRAO PRETO,2020,491.9243566694394,,14.4079754601227,8.349397590361447,,7.443396226415095,63.44025157232704,,
195,RIBEIRAO PRETO,2021,417.27344716654295,,16.1,8.841666666666667,,8.166172106824925,57.26376811594203,,
196,RIBEIRAO PRETO,2022,447.41213061743946,,14.473389355742297,7.060344827586207,,7.537790697674419,46.19825072886297,,
197,RIO CLARO,2015,,,27.5,,,,,,
198,RIO CLARO,2016,,,28.333333333333332,,,,,,
199,RIO CLARO,2017,,,36.0,,,,,,
200,RIO CLARO,2019,,,21.395953757225435,9.893617021276595,,,50.897590361445786,,
201,RIO CLARO,2020,,,16.939306358381504,9.098802395209582,,,53.102409638554214,,
202,RIO CLARO,2021,,,27.669444444444444,11.519444444444444,,,47.30434782608695,,
203,RIO CLARO,2022,,,20.72222222222222,10.161111111111111,,,37.78333333333333,,
204,SANTA GERTRUDES,2015,,,36.938375350140056,,,,,,
205,SANTA GERTRUDES,2016,,,67.66666666666667,,,,,,
206,SANTA GERTRUDES,2017,,,64.66666666666667,27.0,,,,,
207,SANTA GERTRUDES,2018,,,54.333333333333336,14.14404432132964,,29.61624649859944,,,
208,SANTA GERTRUDES,2019,,,32.0,9.98611111111111,,22.937677053824363,,,
209,SANTA GERTRUDES,2020,,,24.333333333333332,8.735955056179776,,28.316666666666666,,,
210,SANTA GERTRUDES,2021,,,43.666666666666664,12.00900900900901,,24.111801242236027,,,
211,SANTA GERTRUDES,2022,,,30.0,11.815126050420169,,22.26330532212885,,,
212,SANTO ANDRE,2015,931.2255899130434,,26.508333333333333,,,,,,4.0
213,SANTO ANDRE,2016,808.9909299573914,,26.794223826714802,,,,50.7304347826087,,2.238993710691824
214,SANTO ANDRE,2017,653.1582356824701,,26.367977528089888,,,,40.00869565217391,27.0,1.7402985074626867
215,SANTO ANDRE,2018,,,23.225225225225227,,,,49.53333333333333,39.5,4.046376811594203
216,SANTO ANDRE,2019,,,19.34431137724551,,,24.513119533527696,35.44444444444444,33.5,2.782608695652174
217,SANTO ANDRE,2020,,,18.477653631284916,,,20.159420289855074,40.255072463768116,16.5,1.4086956521739131
218,SANTO ANDRE,2021,,,21.507204610951007,7.5,,20.16768292682927,43.0231884057971,26.5,2.016949152542373
219,SANTO ANDRE,2022,,,23.133333333333333,7.0,,22.884012539184955,34.94632768361582,23.333333333333332,0.5238095238095238
220,SANTOS,2015,,,26.875,10.752777777777778,,25.402898550724636,29.144927536231883,,8.443478260869565
221,SANTOS,2016,,,20.765765765765767,13.462462462462462,,22.60377358490566,26.724137931034484,,10.247648902821316
222,SANTOS,2017,,,18.008333333333333,10.980555555555556,13.753623188405797,22.89855072463768,26.52463768115942,,12.733333333333333
223,SANTOS,2018,,,24.988857938718663,15.180555555555555,,38.02777777777778,28.91594202898551,,14.788405797101449
224,SANTOS,2019,,,23.598784194528875,14.53757225433526,,23.64327485380117,30.1046511627907,,8.340236686390533
225,SANTOS,2020,,,17.110119047619047,9.444444444444445,,18.34472049689441,34.3108504398827,,1.6695278969957081
226,SANTOS,2021,,,19.46388888888889,9.183333333333334,,21.541033434650455,25.230320699708454,,1.2943548387096775
227,SANTOS,2022,,,23.358333333333334,11.41388888888889,,27.846796657381617,26.249134948096884,,2.6072423398328692
228,SAO BERNARDO DO CAMPO,2015,,,19.305555555555557,,,,,54.5,
229,SAO BERNARDO DO CAMPO,2016,,,18.877777777777776,,,,,50.666666666666664,
230,SAO BERNARDO DO CAMPO,2017,,,24.31388888888889,,,,,,
231,SAO BERNARDO DO CAMPO,2018,,,24.555555555555557,,,,,37.0,
232,SAO BERNARDO DO CAMPO,2019,,,22.772222222222222,,,,,37.0,
233,SAO BERNARDO DO CAMPO,2020,,,16.483333333333334,,,,,,
234,SAO BERNARDO DO CAMPO,2021,,,19.058333333333334,,,,,29.5,
235,SAO BERNARDO DO CAMPO,2022,,,20.666666666666668,,,,,29.0,
236,SAO CAETANO DO SUL,2015,815.1388270536232,,32.089136490250695,,,41.74782608695652,41.41009463722398,,4.501449275362319
237,SAO CAETANO DO SUL,2016,308.6320478409357,,25.011204481792717,,,33.292397660818715,42.07871720116618,,3.5080906148867315
238,SAO CAETANO DO SUL,2017,430.06783621977075,,25.697406340057636,18.5,5.851123595505618,27.85674157303371,44.65988372093023,,2.213872832369942
239,SAO CAETANO DO SUL,2018,472.03192281250006,,25.22222222222222,14.91388888888889,,33.21944444444444,48.68611111111111,,2.205357142857143
240,SAO CAETANO DO SUL,2019,518.6907234553689,,23.907821229050278,14.547486033519553,,27.530898876404493,38.390449438202246,,1.4083601286173633
241,SAO CAETANO DO SUL,2020,384.0024746349913,,17.04310344827586,10.22478386167147,,21.252173913043478,43.04624277456647,,1.0337837837837838
242,SAO CAETANO DO SUL,2021,399.25167037861917,,19.602272727272727,11.090909090909092,,22.177914110429448,38.41411042944785,,1.0186915887850467
243,SAO CAETANO DO SUL,2022,556.8134902958956,,21.92997198879552,12.305322128851541,,26.56657223796034,38.72857142857143,,1.5902777777777777
244,SAO JOSE DO RIO PRETO,2015,,,18.625,9.122222222222222,,13.152941176470588,48.76608187134503,,
245,SAO JOSE DO RIO PRETO,2016,,,17.307471264367816,8.34,,10.671641791044776,34.17664670658683,,
246,SAO JOSE DO RIO PRETO,2017,,,19.305555555555557,9.058333333333334,2.5375375375375375,13.0990990990991,47.03188405797101,,
247,SAO JOSE DO RIO PRETO,2018,,,19.78611111111111,10.307291666666666,,14.119186046511627,44.54782608695652,,
248,SAO JOSE DO RIO PRETO,2019,,,15.397222222222222,7.591666666666667,,11.39067055393586,44.08115942028986,,
249,SAO JOSE DO RIO PRETO,2020,,,13.633333333333333,7.208333333333333,,11.297935103244837,47.51453488372093,,
250,SAO JOSE DO RIO PRETO,2021,,,17.679775280898877,4.333333333333333,,9.3,13.821428571428571,,
251,SAO JOSE DO RIO PRETO,2022,,,13.737068965517242,7.405172413793103,,12.78448275862069,39.35775862068966,,
252,SAO JOSE DOS CAMPOS,2015,395.2736193356522,,16.341666666666665,7.537313432835821,,21.515243902439025,36.582608695652176,,1.0099667774086378
253,SAO JOSE DOS CAMPOS,2016,393.4654143069565,,18.084302325581394,9.025,,16.045454545454547,45.02121212121212,,1.4878787878787878
254,SAO JOSE DOS CAMPOS,2017,340.30418645507245,,20.022222222222222,9.063888888888888,3.6443148688046647,15.282798833819243,51.58840579710145,,1.3623188405797102
255,SAO JOSE DOS CAMPOS,2018,,,19.526760563380282,,,14.743362831858407,47.36470588235294,,1.250909090909091
256,SAO JOSE DOS CAMPOS,2019,224.21742358219555,,18.16857142857143,7.933333333333334,,16.053571428571427,45.24057971014493,,2.0441640378548898
257,SAO JOSE DOS CAMPOS,2020,184.05734804262144,,15.641666666666667,6.839887640449438,,17.101744186046513,43.142458100558656,,1.1391304347826088
258,SAO JOSE DOS CAMPOS,2021,140.9857461024499,,18.221052631578946,,,14.09855072463768,44.698550724637684,,1.3710144927536232
259,SAO JOSE DOS CAMPOS,2022,187.3606885357291,,13.472222222222221,7.3277777777777775,,16.776811594202897,41.301449275362316,,
260,SAO PAULO,2015,1261.8064692130815,49.5,31.951515151515153,17.275766016713092,,55.39169139465876,61.05882352941177,67.5,3.0
261,SAO PAULO,2016,1224.4411037316668,48.333333333333336,27.644699140401148,14.672222222222222,,56.426426426426424,41.484057971014494,50.333333333333336,3.0
262,SAO PAULO,2017,909.406582565,14.0,40.0,17.883333333333333,41.46666666666667,62.11666666666667,47.982608695652175,25.5,3.0
263,SAO PAULO,2018,820.3749966777108,64.0,31.516034985422742,29.64788732394366,,61.27401129943503,56.796460176991154,73.0,3.15
264,SAO PAULO,2019,921.1087332495553,11.0,26.572700296735906,17.21005917159763,,59.96368715083799,55.30120481927711,37.5,1.8375
265,SAO PAULO,2020,885.3667690429655,10.0,21.069164265129682,13.780979827089338,,57.47256097560975,56.93854748603352,23.0,3.0
266,SAO PAULO,2021,1088.8681919416886,6.333333333333333,22.826704545454547,14.83177570093458,,41.303405572755416,52.4375,26.0,1.5842293906810037
267,SAO PAULO,2022,1123.2428609537753,13.333333333333334,27.27777777777778,20.765625,,67.5952380952381,51.88405797101449,27.333333333333332,1.5666666666666667
268,SAO SEBASTIAO,2019,,,23.155555555555555,,,,50.044444444444444,,
269,SAO SEBASTIAO,2020,,,35.86772486772487,,,,,,
270,SAO SEBASTIAO,2021,,,18.558375634517766,6.880434782608695,,,37.44347826086957,,
271,SAO SEBASTIAO,2022,,,21.330232558139535,,,,44.21159420289855,,
272,SOROCABA,2015,,,22.627777777777776,,,16.527536231884056,48.278260869565216,,
273,SOROCABA,2016,,,16.966666666666665,,,14.46376811594203,40.802898550724635,,
274,SOROCABA,2017,,,21.133333333333333,,4.58,10.584,44.94224924012158,,
275,SOROCABA,2018,,,25.090342679127726,,,13.906451612903226,42.58199356913183,,
276,SOROCABA,2019,,,16.50877192982456,,,19.251396648044693,39.547486033519554,,
277,SOROCABA,2020,,,14.397660818713451,,,,43.14577259475219,,
278,SOROCABA,2021,,,15.092250922509225,,,9.45754716981132,40.175182481751825,,
279,SOROCABA,2022,,,16.711764705882352,,,14.583577712609971,30.91812865497076,,
280,TABOAO DA SERRA,2015,1285.5560590472778,,27.20505617977528,,,76.34285714285714,,,
281,TABOAO DA SERRA,2016,776.4701701521277,,23.382022471910112,,,30.8986013986014,,,
282,TABOAO DA SERRA,2017,742.0873438910145,,21.696378830083564,,13.808695652173913,27.11304347826087,,,
283,TABOAO DA SERRA,2018,1465.0411434736695,,20.00887573964497,,,57.70096463022508,,,
284,TABOAO DA SERRA,2019,1330.838901262064,,27.170520231213874,,,,,,
285,TABOAO DA SERRA,2020,1099.3886575643137,,15.438888888888888,,,,,,
286,TABOAO DA SERRA,2021,,,21.544444444444444,,,,,,
287,TABOAO DA SERRA,2022,729.5194894532873,,26.74846625766871,,,,,,
288,TATUI,2015,,,15.467605633802817,,,6.43952802359882,49.83480825958702,,
289,TATUI,2016,,,13.727777777777778,,,6.765886287625418,42.457971014492756,,
290,TATUI,2017,,,15.419444444444444,,0.691358024691358,3.4228395061728394,53.2093023255814,,
291,TATUI,2018,,,22.945054945054945,,,12.157608695652174,48.11486486486486,,
292,TATUI,2019,,,15.61111111111111,,,10.023188405797102,39.07536231884058,,
293,TATUI,2020,,,12.927576601671309,,,7.02020202020202,42.29855072463768,,
294,TATUI,2021,,,15.30640668523677,,,6.27906976744186,42.22898550724638,,
295,TATUI,2022,,,14.578212290502794,,,5.912280701754386,45.60724233983287,,
296,TAUBATE,2015,496.89474196463766,,13.779944289693594,,,13.693877551020408,45.982608695652175,,
297,TAUBATE,2016,426.0131048286957,,17.725,12.694779116465863,,13.68313953488372,47.45507246376812,,0.9540229885057471
298,TAUBATE,2017,371.0436719478261,,15.26388888888889,9.402777777777779,0.7288629737609329,10.507288629737609,52.15652173913043,,0.7781569965870307
299,TAUBATE,2018,370.99580769705886,,17.31388888888889,9.63888888888889,,7.734177215189874,53.87719298245614,,1.9607843137254901
300,TAUBATE,2019,,,14.852777777777778,8.854037267080745,,12.779069767441861,45.24057971014493,,
