cidade,ano,0a1,1a2,2a3,3a4,4a5,5a6,6a7,7a8,8a9,9a10,acima10
RIBEIRAO PRETO,2015,17180.0,27562.0,31280.0,31664.0,34539.0,31077.0,25318.0,28941.0,24531.0,18721.0,223676.0
RIBEIRAO PRETO,2016,15056.0,20784.0,26755.0,30413.0,30660.0,33292.0,29776.0,24386.0,27985.0,23767.0,239475.0
RIBEIRAO PRETO,2017,16891.0,18320.0,20184.0,26171.0,29418.0,29611.0,32110.0,28805.0,23604.0,27090.0,259613.0
RIBEIRAO PRETO,2018,20680.0,20230.0,17760.0,19790.0,25534.0,28467.0,28686.0,31123.0,27927.0,22809.0,283047.0
RIBEIRAO PRETO,2019,20244.0,24795.0,19755.0,17317.0,19357.0,24796.0,27425.0,27633.0,30155.0,27076.0,302159.0
RIBEIRAO PRETO,2020,13196.0,24215.0,24151.0,19162.0,16592.0,18760.0,23868.0,26536.0,26703.0,29241.0,324719.0
RIBEIRAO PRETO,2021,16637.0,15236.0,24034.0,23730.0,18843.0,16068.0,18124.0,23186.0,25688.0,25991.0,349177.0
RIBEIRAO PRETO,2022,16146.0,17776.0,15265.0,24040.0,23408.0,18452.0,15706.0,17806.0,22630.0,25217.0,370785.0
RIO CLARO,2015,3808.0,6289.0,7238.0,7829.0,8754.0,7706.0,6634.0,8376.0,7876.0,6156.0,83298.0
RIO CLARO,2016,3002.0,4788.0,6404.0,7466.0,7997.0,8907.0,7856.0,6705.0,8357.0,7869.0,89132.0
RIO CLARO,2017,3333.0,3738.0,4980.0,6593.0,7727.0,8103.0,9045.0,7858.0,6744.0,8395.0,96410.0
RIO CLARO,2018,4064.0,4217.0,3844.0,5106.0,6743.0,7832.0,8213.0,9073.0,7981.0,6770.0,104292.0
RIO CLARO,2019,4232.0,5151.0,4407.0,4006.0,5211.0,6820.0,7891.0,8289.0,9042.0,8015.0,110323.0
RIO CLARO,2020,2697.0,5274.0,5411.0,4535.0,4078.0,5283.0,6847.0,7867.0,8219.0,8901.0,117420.0
RIO CLARO,2021,3803.0,3534.0,5527.0,5499.0,4640.0,4113.0,5266.0,6836.0,7880.0,8137.0,125211.0
RIO CLARO,2022,3263.0,4237.0,3776.0,5725.0,5542.0,4621.0,4121.0,5233.0,6795.0,7872.0,132272.0
SANTA GERTRUDES,2015,313.0,562.0,669.0,678.0,843.0,744.0,728.0,877.0,764.0,612.0,7628.0
SANTA GERTRUDES,2016,241.0,434.0,574.0,706.0,702.0,873.0,777.0,738.0,896.0,769.0,8223.0
SANTA GERTRUDES,2017,278.0,319.0,454.0,587.0,733.0,753.0,903.0,832.0,735.0,904.0,8898.0
SANTA GERTRUDES,2018,349.0,325.0,312.0,468.0,604.0,806.0,791.0,969.0,827.0,739.0,9748.0
SANTA GERTRUDES,2019,390.0,435.0,364.0,333.0,492.0,665.0,831.0,829.0,992.0,886.0,10552.0
SANTA GERTRUDES,2020,328.0,467.0,460.0,385.0,361.0,509.0,695.0,842.0,857.0,1005.0,11507.0
SANTA GERTRUDES,2021,415.0,396.0,502.0,505.0,418.0,355.0,516.0,710.0,867.0,877.0,12599.0
SANTA GERTRUDES,2022,337.0,441.0,406.0,471.0,501.0,417.0,354.0,534.0,718.0,881.0,13444.0
SANTO ANDRE,2015,12560.0,19979.0,24087.0,23838.0,27595.0,25989.0,21612.0,25310.0,21866.0,16867.0,278050.0
SANTO ANDRE,2016,9460.0,15937.0,20385.0,23848.0,23481.0,27197.0,25490.0,21264.0,25067.0,21522.0,290558.0
SANTO ANDRE,2017,11915.0,12041.0,16474.0,20189.0,23514.0,23126.0,26866.0,25037.0,20976.0,24801.0,308130.0
SANTO ANDRE,2018,14944.0,14730.0,12375.0,16173.0,19915.0,23052.0,22774.0,26573.0,24661.0,20725.0,328841.0
SANTO ANDRE,2019,14520.0,18249.0,15211.0,12431.0,15991.0,19706.0,22852.0,22615.0,26270.0,24272.0,345843.0
SANTO ANDRE,2020,9504.0,17630.0,18520.0,14814.0,12293.0,15754.0,19337.0,22338.0,22190.0,25934.0,366101.0
SANTO ANDRE,2021,11097.0,10978.0,18175.0,18381.0,14736.0,12252.0,15506.0,19256.0,22185.0,22040.0,387694.0
SANTO ANDRE,2022,9976.0,12178.0,11375.0,18686.0,18824.0,15007.0,12396.0,15592.0,19409.0,22343.0,408498.0
SANTOS,2015,11168.0,17118.0,20095.0,18983.0,19647.0,17310.0,14052.0,15560.0,13495.0,10373.0,111894.0
SANTOS,2016,9027.0,13935.0,16892.0,19061.0,17540.0,18063.0,15773.0,12920.0,14417.0,12574.0,119518.0
SANTOS,2017,10186.0,11368.0,14027.0,16080.0,17695.0,16085.0,16645.0,14373.0,11812.0,13417.0,129006.0
SANTOS,2018,12184.0,12599.0,11245.0,13186.0,14995.0,16298.0,14794.0,15398.0,13240.0,10835.0,138812.0
SANTOS,2019,11801.0,14796.0,12449.0,10425.0,12023.0,13760.0,14854.0,13500.0,14244.0,12193.0,145718.0
SANTOS,2020,8345.0,14274.0,14719.0,11689.0,9639.0,11092.0,12759.0,13876.0,12527.0,13346.0,154477.0
SANTOS,2021,9583.0,9694.0,14553.0,14024.0,10853.0,8832.0,10137.0,11797.0,12889.0,11602.0,163393.0
SANTOS,2022,8500.0,10490.0,9749.0,14313.0,13456.0,10230.0,8168.0,9581.0,11229.0,12262.0,171840.0
SAO BERNARDO DO CAMPO,2015,16870.0,27749.0,31027.0,29459.0,35276.0,32517.0,26953.0,32291.0,26801.0,20556.0,281411.0
SAO BERNARDO DO CAMPO,2016,12362.0,20393.0,27121.0,29671.0,28588.0,34587.0,31808.0,26428.0,31671.0,26337.0,298392.0
SAO BERNARDO DO CAMPO,2017,15396.0,15306.0,20217.0,26048.0,28648.0,27959.0,33950.0,31143.0,25731.0,31144.0,320319.0
SAO BERNARDO DO CAMPO,2018,19102.0,18619.0,15321.0,19431.0,24934.0,27818.0,27387.0,33127.0,30482.0,25277.0,347121.0
SAO BERNARDO DO CAMPO,2019,18429.0,22512.0,18326.0,14484.0,18809.0,23950.0,27082.0,26877.0,32525.0,29677.0,367719.0
SAO BERNARDO DO CAMPO,2020,10915.0,22067.0,21679.0,17737.0,13930.0,18282.0,23220.0,26358.0,26355.0,31794.0,392908.0
SAO BERNARDO DO CAMPO,2021,13848.0,12705.0,21741.0,20799.0,17331.0,13452.0,17755.0,22628.0,25763.0,25576.0,418395.0
SAO BERNARDO DO CAMPO,2022,20617.0,15377.0,13676.0,23224.0,20832.0,17239.0,13403.0,17608.0,22514.0,25281.0,439394.0
SAO CAETANO DO SUL,2015,6571.0,8590.0,9369.0,8438.0,9386.0,8118.0,6783.0,7156.0,5616.0,4335.0,63159.0
SAO CAETANO DO SUL,2016,4871.0,8029.0,7981.0,8699.0,7902.0,8708.0,7583.0,6296.0,6828.0,5384.0,65880.0
SAO CAETANO DO SUL,2017,5768.0,6420.0,6950.0,7392.0,8080.0,7421.0,8280.0,7136.0,5974.0,6483.0,69487.0
SAO CAETANO DO SUL,2018,6500.0,7346.0,5407.0,6399.0,6837.0,7596.0,6923.0,7744.0,6663.0,5570.0,74117.0
SAO CAETANO DO SUL,2019,9429.0,9353.0,5881.0,4876.0,5870.0,6467.0,7101.0,6486.0,7235.0,6277.0,77775.0
SAO CAETANO DO SUL,2020,3665.0,10336.0,7555.0,5432.0,4484.0,5408.0,5952.0,6659.0,6037.0,6819.0,82362.0
SAO CAETANO DO SUL,2021,4300.0,4152.0,7326.0,6863.0,5177.0,4206.0,5051.0,5632.0,6301.0,5738.0,87225.0
SAO CAETANO DO SUL,2022,4431.0,4665.0,4115.0,6955.0,6668.0,5019.0,4096.0,4899.0,5472.0,6053.0,91734.0
SAO JOSE DO RIO PRETO,2015,10450.0,17144.0,21134.0,20401.0,22889.0,20223.0,18134.0,21671.0,18514.0,14987.0,175326.0
SAO JOSE DO RIO PRETO,2016,9086.0,12942.0,17425.0,21186.0,20300.0,22515.0,19775.0,17667.0,21311.0,18255.0,188105.0
SAO JOSE DO RIO PRETO,2017,10853.0,11092.0,13404.0,17516.0,21164.0,20109.0,22119.0,19383.0,17311.0,20956.0,204292.0
SAO JOSE DO RIO PRETO,2018,12332.0,12892.0,11309.0,13534.0,17559.0,20866.0,19680.0,21464.0,19039.0,17100.0,223113.0
SAO JOSE DO RIO PRETO,2019,13243.0,14903.0,13088.0,11554.0,13651.0,17399.0,20351.0,19436.0,21083.0,18852.0,237541.0
SAO JOSE DO RIO PRETO,2020,8369.0,15344.0,14791.0,12750.0,11212.0,13223.0,16893.0,19676.0,18874.0,20534.0,252931.0
SAO JOSE DO RIO PRETO,2021,10123.0,10059.0,15709.0,14876.0,12663.0,11054.0,12981.0,16638.0,19329.0,18648.0,270190.0
SAO JOSE DO RIO PRETO,2022,9172.0,10964.0,10427.0,15809.0,14976.0,12662.0,10860.0,12860.0,16367.0,19081.0,287214.0
SAO JOSE DOS CAMPOS,2015,9551.0,17151.0,20540.0,20686.0,24647.0,23969.0,20505.0,23286.0,19395.0,14657.0,208409.0
SAO JOSE DOS CAMPOS,2016,7492.0,12893.0,18132.0,20719.0,20844.0,24636.0,23562.0,20283.0,22965.0,19092.0,220729.0
SAO JOSE DOS CAMPOS,2017,8511.0,10722.0,14091.0,18816.0,20976.0,20919.0,24489.0,23179.0,20062.0,22668.0,237306.0
SAO JOSE DOS CAMPOS,2018,10000.0,11802.0,11580.0,14473.0,19015.0,21037.0,20897.0,24176.0,22927.0,19701.0,257458.0
SAO JOSE DOS CAMPOS,2019,10246.0,13900.0,13154.0,11827.0,14590.0,19027.0,21001.0,20639.0,24054.0,22638.0,275418.0
SAO JOSE DOS CAMPOS,2020,6741.0,13376.0,14803.0,13133.0,11691.0,14253.0,18629.0,20609.0,20338.0,23708.0,295451.0
SAO JOSE DOS CAMPOS,2021,8317.0,8298.0,14942.0,15124.0,13084.0,11560.0,14082.0,18392.0,20573.0,20128.0,317286.0
SAO JOSE DOS CAMPOS,2022,7507.0,9347.0,9093.0,15548.0,15358.0,13158.0,11537.0,14050.0,18197.0,20431.0,335668.0
SAO PAULO,2015,218591.0,339766.0,397299.0,388713.0,459479.0,423910.0,365559.0,422263.0,359459.0,272480.0,3809602.0
SAO PAULO,2016,171680.0,279894.0,350698.0,397690.0,385593.0,455243.0,418172.0,360040.0,416921.0,355457.0,4080759.0
SAO PAULO,2017,203372.0,224603.0,290886.0,352796.0,395088.0,381690.0,449649.0,412180.0,354390.0,410252.0,4429019.0
SAO PAULO,2018,237829.0,259998.0,233528.0,289565.0,348837.0,389874.0,376437.0,442810.0,404947.0,347631.0,4831342.0
SAO PAULO,2019,248918.0,304293.0,269961.0,228832.0,284002.0,342399.0,383379.0,370025.0,435172.0,398175.0,5168337.0
SAO PAULO,2020,167867.0,308511.0,313627.0,265188.0,222591.0,279004.0,338453.0,378508.0,366250.0,431028.0,5557471.0
SAO PAULO,2021,207782.0,197765.0,316636.0,304758.0,254446.0,214825.0,270495.0,329259.0,368171.0,357057.0,5948185.0
SAO PAULO,2022,275888.0,228876.0,201289.0,315830.0,298069.0,248403.0,210874.0,266272.0,325249.0,363536.0,6283414.0
SAO SEBASTIAO,2015,1120.0,2067.0,2011.0,1926.0,2339.0,1974.0,1817.0,1918.0,1567.0,1294.0,13549.0
SAO SEBASTIAO,2016,974.0,1440.0,2095.0,2038.0,1971.0,2365.0,2030.0,1853.0,1939.0,1567.0,15075.0
SAO SEBASTIAO,2017,966.0,1238.0,1493.0,2137.0,2087.0,1995.0,2377.0,2053.0,1814.0,1951.0,16811.0
SAO SEBASTIAO,2018,1221.0,1214.0,1294.0,1510.0,2148.0,2075.0,1950.0,2335.0,2073.0,1801.0,18702.0
SAO SEBASTIAO,2019,1310.0,1568.0,1297.0,1324.0,1519.0,2140.0,2087.0,1968.0,2321.0,2102.0,20487.0
SAO SEBASTIAO,2020,895.0,1637.0,1674.0,1354.0,1332.0,1523.0,2102.0,2079.0,1954.0,2290.0,22585.0
SAO SEBASTIAO,2021,1107.0,1188.0,1740.0,1735.0,1406.0,1365.0,1612.0,2187.0,2158.0,2059.0,25226.0
SAO SEBASTIAO,2022,1045.0,1224.0,1222.0,1764.0,1788.0,1438.0,1374.0,1645.0,2173.0,2152.0,27422.0
SOROCABA,2015,14083.0,22925.0,27008.0,25170.0,30212.0,26100.0,20774.0,23146.0,20222.0,17062.0,211898.0
SOROCABA,2016,10400.0,17909.0,22700.0,26637.0,24702.0,29350.0,25373.0,20425.0,22829.0,19985.0,226910.0
SOROCABA,2017,11543.0,13915.0,18073.0,22477.0,25978.0,24123.0,28696.0,24879.0,20120.0,22696.0,245249.0
SOROCABA,2018,14318.0,14900.0,14120.0,17277.0,21362.0,25232.0,23657.0,28335.0,24402.0,20017.0,265758.0
SOROCABA,2019,14702.0,17966.0,15583.0,13745.0,16814.0,20975.0,24812.0,23392.0,28045.0,24153.0,283514.0
SOROCABA,2020,10324.0,17988.0,18647.0,15338.0,13257.0,16303.0,20453.0,24265.0,22866.0,27524.0,304390.0
SOROCABA,2021,13961.0,12705.0,19104.0,18768.0,15437.0,12930.0,16150.0,20115.0,23884.0,22660.0,330048.0
SOROCABA,2022,13118.0,15113.0,13127.0,19343.0,18742.0,15401.0,12848.0,16086.0,19999.0,23679.0,350666.0
TABOAO DA SERRA,2015,2602.0,4849.0,5906.0,6738.0,7703.0,7392.0,6203.0,7993.0,7175.0,5192.0,58993.0
TABOAO DA SERRA,2016,1958.0,3422.0,5141.0,6097.0,6649.0,7902.0,7509.0,6245.0,8062.0,7161.0,63795.0
TABOAO DA SERRA,2017,2459.0,2683.0,3809.0,5338.0,6214.0,6590.0,8012.0,7499.0,6276.0,8088.0,70637.0
TABOAO DA SERRA,2018,3010.0,3212.0,2899.0,3989.0,5326.0,6218.0,6493.0,7960.0,7501.0,6280.0,78047.0
TABOAO DA SERRA,2019,3476.0,4028.0,3568.0,3072.0,4157.0,5326.0,6299.0,6404.0,7970.0,7401.0,83604.0
TABOAO DA SERRA,2020,2314.0,4277.0,4348.0,3680.0,3218.0,4236.0,5381.0,6241.0,6364.0,7941.0,90014.0
TABOAO DA SERRA,2021,3119.0,2843.0,4604.0,4374.0,3818.0,3282.0,4355.0,5478.0,6249.0,6378.0,97487.0
TABOAO DA SERRA,2022,3039.0,3398.0,3024.0,4854.0,4504.0,3881.0,3319.0,4418.0,5608.0,6314.0,103765.0
TATUI,2015,2080.0,3438.0,4278.0,3883.0,4558.0,4080.0,3620.0,3742.0,3356.0,3265.0,39413.0
TATUI,2016,1646.0,2665.0,3471.0,4241.0,3874.0,4551.0,4043.0,3596.0,3723.0,3331.0,42731.0
TATUI,2017,2235.0,2112.0,2711.0,3425.0,4173.0,3865.0,4504.0,4019.0,3568.0,3742.0,46080.0
TATUI,2018,2582.0,2674.0,2213.0,2697.0,3403.0,4058.0,3853.0,4481.0,4005.0,3568.0,49903.0
TATUI,2019,2679.0,3129.0,2692.0,2187.0,2647.0,3395.0,4007.0,3845.0,4481.0,3986.0,53566.0
TATUI,2020,2061.0,3207.0,3145.0,2635.0,2141.0,2606.0,3315.0,3907.0,3827.0,4443.0,57474.0
TATUI,2021,2656.0,2435.0,3200.0,3137.0,2622.0,2091.0,2626.0,3305.0,3914.0,3847.0,62250.0
TATUI,2022,2879.0,2746.0,2426.0,3163.0,3070.0,2619.0,2071.0,2605.0,3318.0,3956.0,66108.0
TAUBATE,2015,4802.0,8680.0,10203.0,10448.0,11919.0,11325.0,10016.0,11957.0,10122.0,7375.0,102250.0
TAUBATE,2016,3765.0,6186.0,8957.0,10348.0,10409.0,11746.0,11045.0,9881.0,11766.0,10043.0,108728.0
TAUBATE,2017,4319.0,4981.0,6616.0,9091.0,10414.0,10324.0,11648.0,10843.0,9733.0,11632.0,118135.0
TAUBATE,2018,4987.0,5679.0,5356.0,6903.0,9367.0,10429.0,10426.0,11709.0,10943.0,9681.0,129187.0
TAUBATE,2019,5033.0,6452.0,6116.0,5551.0,7123.0,9481.0,10461.0,10480.0,11797.0,10883.0,137767.0
TAUBATE,2020,3356.0,6210.0,6767.0,6084.0,5551.0,7048.0,9323.0,10163.0,10253.0,11580.0,146791.0
TAUBATE,2021,3862.0,4174.0,6777.0,7001.0,6231.0,5574.0,7009.0,9135.0,10043.0,10129.0,156414.0
TAUBATE,2022,3505.0,4462.0,4514.0,7085.0,7084.0,6276.0,5562.0,6994.0,9014.0,9991.0,164946.0
